RELEASE_YEAR,PROD_COMPANY_NAME,BUDGET,REVENUE,PROFIT,POPULARITY,N_ANIMATION,N_COMEDY,N_FAMILY,N_ADVENTURE,N_FANTASY,N_DRAMA,N_ROMANCE,N_ACTION,N_CRIME,N_THRILLER,N_HISTORY,N_SCIENCE_FICTION,N_MYSTERY,N_HORROR,N_WAR,N_FOREIGN,N_DOCUMENTARY,N_WESTERN,N_MUSIC,N_TV_MOVIE
2010,Miramax Films,115000000,202252240,87252240,8.5775464,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2010,Mistress Inc.,250000,23859,-226141,0.386717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Mitsubishi Shoji,111000000,436712481,325712481,8.636052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Molinare Investment,30000000,828423098,798423098,11.260387,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Momentum Pictures,30000000,828423098,798423098,11.260387,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Monolith Films,90000000,61044747,-28955253,9.402082,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Mosaic,40000000,99559456,59559456,8.101247,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Motel Movies,7000000,33132480,26132480,11.107914,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Moving Picture Company (MPC),375000000,698139417,323139417,11.972347,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Moving Pictures Film and Television,24000000,409880,-23590120,5.145185,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,NALA Films,66000000,2554551,-63445449,11.634377,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Nadiadwala Grandson Entertainment,25600000,23600000,-2000000,1.82294,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,Namco,150000000,4835000,-145165000,12.17886,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2010,National Geographic Films,90000000,61044747,-28955253,9.402082,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Necropia,75000000,110979504,35979504,8.67817,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,New Crime Productions,108000000,193716786,85716786,11.967652,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,New Line Cinema,605000000,1771144033,1166144033,8.048664,0,3,0,0,0,2,3,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,New Regency Pictures,90000000,308460024,218460024,7.575696,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,New Zealand Film Commission,6,86,80,3.308503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Nick Wechsler Productions,14000000,15289874,1289874,15.280219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Nickelodeon Movies,600000000,1274011692,674011692,9.544657,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Night Chronicles,30000000,100749525,70749525,7.094276,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Nikolaus Geyrhalter Filmproduktion,11700000,625425,-11074575,1.824255,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Nippon Television Network (NTV),111000000,436712481,325712481,8.636052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,North by Northwest Entertainment,26200000,5817948,-20382052,4.177741999999999,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Nu Image Films,28500000,360000,-28140000,7.778097,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Nutcracker Holdings,270000000,48536877,-221463123,3.394928,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,O2 Filmes,1500000,187716,-1312284,2.627643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Oceana Media Finance,12500000,6732980,-5767020,11.024462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Octagon Films,38000000,59844944,21844944,7.432311,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Off Hollywood Pictures,3250000,166225,-3083775,7.814255,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2010,Offspring Entertainment,96000000,126137538,30137538,6.876053,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Olive Bridge Entertainment,8000000,74952305,66952305,15.138144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Olympus Pictures,14600000,21127836,6527836,6.796790750000001,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Omega Entertainment,12500000,6732980,-5767020,11.024462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Omnilab Media,27000000,16504936,-10495064,4.983475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,On the Road,90000000,61044747,-28955253,9.402082,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Oops Doughnuts Productions,40000000,64010496,24010496,12.820452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Orange Cinéma Séries,17400000,94710374,77310374,5.546687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Original Film,40000000,136000000,96000000,6.715263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Overbrook Entertainment,160000000,1431409580,1271409580,11.690781,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Overnight Films,60000000,93983697,33983697,7.120403,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Overture Films,120000000,237305259,117305259,11.017008000000002,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0
2010,Panorama Studios,7500000,10000000,2500000,0.597058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,Pantheon Entertainment Corporation,12500000,6732980,-5767020,11.024462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Parabolic Pictures,21000000,49050886,28050886,10.863441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Paradis Films,58936000,27100484,-31835516,2.156145,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2010,Paramount Pictures,1254000000,4071585158,2817585158,11.114628187499997,0,2,1,2,1,3,1,1,0,2,0,0,1,1,0,0,0,1,0,0
2010,Parkes/MacDonald Productions,69000000,86387857,17387857,11.623718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Participant Media,139000000,252586441,113586441,9.357632333333333,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
2010,Parts and Labor,9600000,15998778,6398778,6.726389999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Pathé,54000000,107078760,53078760,11.176797,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Pathé Films,36000000,11204862,-24795138,6.971611,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Pathé Pictures International,36000000,20444367,-15555633,13.00941,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Peninsula Films,300000000,836194107,536194107,12.845045,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Penn Station Entertainment,60000000,164868420,104868420,10.914556,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2010,"Perfect Game, The",25000000,7757986,-17242014,1.830829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Phi Group,20400000,21311514,911514,8.596012,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010,Phoenix Film Partners,550000000,886193980,336193980,16.747793,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Phoenix Pictures,240000000,884412585,644412585,15.813629,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,Picnic Basket,320000000,806336564,486336564,6.598296,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Pink Machine,234000000,523860862,289860862,12.758942,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Pioneer Pictures,40000000,91272736,51272736,8.426611,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Pixar Animation Studios,600000000,3200909109,2600909109,16.96647,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Plan B Entertainment,60000000,204594016,144594016,15.904834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Platinum Dunes,105000000,346992111,241992111,10.40191,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Plum Pictures,48000000,17631626,-30368374,8.787638428571428,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,0,0
2010,Point Blank Productions,90000000,61044747,-28955253,9.402082,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Pointe Studios,14000000,21409028,7409028,8.204894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Polish Film Institute,90000000,61044747,-28955253,9.402082,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Porchlight Films,15000000,3000000,-12000000,9.649312,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Prana Studios,510000000,1200188289,690188289,21.259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Prelude Pictures,25000000,7757986,-17242014,1.830829,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Premiere Picture,20000000,997948,-19002052,5.727987,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Prescience,32500000,15431354,-17068646,8.866549333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Principato-Young Entertainment,2000000,563706,-1436294,2.235068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Profit,4000000,2537586,-1462414,0.121844,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Projection Pictures,50000000,9288216,-40711784,11.421915,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Prospect Park,200000000,335610932,135610932,12.697059,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Protozoa Pictures,26000000,655607462,629607462,12.989056,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Quad Productions,17400000,94710374,77310374,5.546687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Quickfire Films,20000000,8698374,-11301626,7.787593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,R.P. Productions,90000000,120444596,30444596,6.76482,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,RKB Mainichi Broadcasting Corporation,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,RabbitBandini Productions,30000,617000,587000,5.416588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Rainforest Films,128000000,276222780,148222780,7.000421,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Rat Entertainment,10000000,66821036,56821036,7.676017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Real Bean Entertainment,405000,31422,-373578,0.588872,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Realitism Films,2500000,490085,-2009915,5.305905,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,Red Chillies Entertainment,24000000,84690720,60690720,11.264586,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Red Giant Movies,6000000,24000000,18000000,1.036233,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Red Om Films,60000000,204594016,144594016,15.904834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Regency Enterprises,364000000,993416618,629416618,9.21482657142857,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2010,Regent Capital,16000000,6906086,-9093914,6.712894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Regione Campania,4000000,65584679,61584679,6.700081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Reiner / Greisman Productions,28000000,3510424,-24489576,10.279685,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Rekun Cinema,14000000,30344816,16344816,1.011029,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Relativity Media,2166000000,4107275136,1941275136,9.015135871794872,1,6,2,3,1,4,1,7,1,5,0,2,3,2,1,0,0,0,0,0
2010,Reliance BIG Entertainment,69000000,86387857,17387857,11.623718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Reliance Big Pictures,33600000,54300000,20700000,1.1510576666666665,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0
2010,Retro-juice Productions,18400000,4655868,-13744132,5.805666,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Revolution Sun Studios,510000000,1200188289,690188289,21.259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Rhythm and Hues,320000000,806336564,486336564,6.598296,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Rice Films,104000000,432971308,328971308,7.466721,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,River Road Entertainment,64000000,54369466,-9630534,12.862147499999999,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2010,Road Rebel,420000000,313094075,-106905925,10.210713571428572,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2010,Robert Simonds Productions,119000000,175049806,56049806,7.6962055,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Robot Communications,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Rogue,100000000,79319828,-20680172,5.282976,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Rogue Pictures,10000000,66821036,56821036,7.676017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Rollercoaster Entertainment,37500000,3251049,-34248951,8.5508,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Roth Films,600000000,3076473330,2476473330,17.285093,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Runteam Ltd.,90000000,120444596,30444596,6.76482,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,Russian Roulette Ltd.,270000000,48536877,-221463123,3.394928,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Région Ile-de-France,20000000,35023812,15023812,6.091224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,SF Norge A/S,7000000,8319356,1319356,6.097684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,Saint Aire Production,7000000,69411700,62411700,5.899155,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Saturn Films,750000000,1076418710,326418710,12.533525,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Scott Free Productions,1150000000,1843143992,693143992,14.474369222222224,0,1,0,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0
2010,Scott Rudin Productions,154000000,981751096,827751096,12.2913225,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,Screen East,9000000,771499,-8228501,1.818296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Screen Gems,134000000,509992891,375992891,8.61143857142857,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,Script Associés,17400000,94710374,77310374,5.546687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Sean Bailey Productions,510000000,1200188289,690188289,21.259,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Sedic,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Sedic International,30000000,63877717,33877717,8.458669,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,See-Saw Films,30000000,828423098,798423098,11.260387,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Serendipity Point Films,60000000,16908602,-43091398,7.524794,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Serendipity Productions,40000000,272300868,232300868,16.626655,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2010,Shade Pictures,7000000,33132480,26132480,11.107914,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Shelter Productions,66000000,2554551,-63445449,11.634377,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2010,Shogakukan,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Sikelia Productions,240000000,884412585,644412585,15.813629,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,Silver Pictures,240000000,471323265,231323265,14.39853,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2010,Silverwood Films,7000000,33132480,26132480,11.107914,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Sindika Dokolo,2500000,490085,-2009915,5.305905,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,Skydance Productions,114000000,756830781,642830781,10.730765,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,Smokehouse Pictures,60000000,196392972,136392972,7.275648999999999,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Sneak Preview Entertainment,14000000,21409028,7409028,8.204894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Soficinéma 6,8000000,82848134,74848134,4.476836,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,Solana Films,6000000,355024064,349024064,7.388933,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Sony Pictures Classics,38000000,19076384,-18923616,8.082857333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Sony Pictures Home Entertainment,32000000,48929910,16929910,6.489799333333334,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,Sony Pictures Releasing,300000000,836194107,536194107,12.845045,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Sony Pictures Worldwide Acquisitions (SPWA),300000000,836194107,536194107,12.845045,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Spring Creek Productions,15000000,4882577,-10117423,5.858803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Spy Next Door,84000000,135709629,51709629,6.663422,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Spyglass Entertainment,447000000,1072456564,625456564,10.336689285714286,0,3,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Stage 6 Films,3000000,194018300,191018300,17.24814,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Star Entertainment,14000000,15289874,1289874,15.280219,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,State Street Pictures,96000000,92326904,-3673096,9.014972,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Stephen J. Cannell Productions,550000000,886193980,336193980,16.747793,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Stone Productions,22000000,9479718,-12520282,11.275132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Strike Entertainment,5400000,203214270,197814270,6.397109,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,Stuber Productions,218000000,382099588,164099588,7.534136571428571,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
2010,Studio 37,25962950,92481252,66518302,6.8701517999999995,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2010,Studio Babelsberg,90000000,120444596,30444596,6.76482,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,Studio Canal,70000000,186492776,116492776,8.983275,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Studio Ghibli,111000000,436712481,325712481,8.636052,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Studio Green,6600000,29100000,22500000,1.132835,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,StudioCanal,805400000,1513822822,708422822,10.326969727272727,0,0,0,1,0,2,1,2,0,3,0,0,0,1,1,0,0,0,0,0
2010,Summit Entertainment,689000000,3622279771,2933279771,17.48564135714286,0,2,0,2,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Sun Pictures,132000000,310000000,178000000,4.330396,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,Sunswept Entertainment,877000000,4279793579,3402793579,17.449133181818183,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Sveriges Television (SVT),3000000,4800080,1800080,0.702712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Syncopy,800000000,4127663820,3327663820,29.108149000000004,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
2010,TCF Vancouver Productions,285000000,679491627,394491627,9.785895,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,TF1 Droits Audiovisuels,20000000,35023812,15023812,6.091224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,TF1 Films Productions,100000000,136400000,36400000,6.710598,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2010,TPS Star,176000000,193503594,17503594,6.5678454,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
2010,TS Productions,20400000,21311514,911514,8.596012,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2010,Taewon Entertainment,10400000,20967660,10567660,3.106814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,Tax Credit Finance,7000000,453079,-6546921,3.18614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Team Todd,600000000,3076473330,2476473330,17.285093,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Televisió de Catalunya TV3,12000000,7541314,-4458686,3.546146,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,Televisión Española (TVE),21000000,9655998,-11344002,4.896196,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2010,Temple Hill Entertainment,272000000,2793965388,2521965388,34.047399,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Tequila Gang,75000000,110979504,35979504,8.67817,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,The Last Picture Company,7000000,382946,-6617054,5.886972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,The Safran Company,5962950,57457440,51494490,7.389437,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2010,The Tyler Perry Company,40000000,120145192,80145192,2.576815,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,The Weinstein Company,78000000,994799428,916799428,9.736259500000001,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2010,The Zanuck Company,375000000,698139417,323139417,11.972347,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Thin Man Films,16000000,36248524,20248524,5.000657,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,This Is That Productions,67500000,197365386,129865386,7.792642,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Three Good Men,21000000,139464,-20860536,9.107829,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2010,Three Strange Angels,70000000,186492776,116492776,8.983275,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Thunder Road Pictures,486000000,1160217825,674217825,12.526775,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Tim Burton Productions,600000000,3076473330,2476473330,17.285093,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Tiny Ponies,195000,1249494,1054494,2.799356,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Toho Company,18000000,52665423,34665423,9.534232,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Tohokushinsha Film,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Tokyo Broadcasting System (TBS),12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Tokyo FM Broadcasting Co.,12000000,11212294,-787706,5.23198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,Top Cow Productions,550000000,886193980,336193980,16.747793,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2010,Tornasol Films,21000000,9655998,-11344002,4.896196,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
